customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_score_1,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
3071-VBYPO,Male  ,0,Yes    ,Yes       ,3,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,89.85,California,Whittier              ,33.929704,-118.01208,38,Yes    ,Yes              ,1,Offer E,12,No             ,Yes           ,0.0,0,99.9,348.3,22,Medium,0,3,3,Resolved
6235-VDHOM,Female,1,No     ,No        ,5,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,28.45,California,Riverside             ,34.004379,-117.447864,77,No     ,No               ,0,Offer E,26,No             ,Yes           ,0.0,0,0.0,131.05,89,Low,8,0,8,Resolved
3070-FNFZQ,Female,0,Yes    ,Yes       ,23,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),20.4,California,Happy Camp            ,41.831901,-123.487478,48,Yes    ,Yes              ,1,Offer D,0,No             ,No            ,0.0,0,910.57,1389.3200000000002,33,High,1,4,5,Resolved
1813-JYWTO,Female,0,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Two year      ,No              ,Bank transfer (automatic),80.45,California,Shandon               ,35.634488,-120.293534,59,Yes    ,Yes              ,4,None   ,27,No             ,No            ,0.0,130,448.56000000000006,6316.160000000001,62,High,6,0,6,Resolved
6807-SIWJI,Male  ,0,No     ,No        ,38,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,104.85,California,Groveland             ,37.902968,-119.667544,47,No     ,No               ,0,Offer C,26,Yes            ,Yes           ,0.0,0,164.92,4052.17,35,High,0,4,4,Resolved
5696-QURRL,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,45.05,California,Waterford             ,37.669516,-120.626964,31,No     ,No               ,0,None   ,26,No             ,No            ,0.0,70,13.84,128.89,73,Medium,7,1,8,Resolved
7129-CAKJW,Female,0,No     ,No        ,17,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Bank transfer (automatic),80.05,California,Fresno                ,36.732694,-119.783786,62,No     ,No               ,0,Offer D,29,No             ,Yes           ,0.0,0,764.32,2109.9700000000003,27,High,1,3,4,Resolved
4351-QLCSU,Female,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,55.0,California,Quincy                ,39.971228,-121.041166,47,No     ,No               ,0,None   ,26,No             ,Yes           ,0.0,0,32.74,87.74000000000001,91,Low,9,1,10,Resolved
1447-PJGGA,Female,0,No     ,No        ,57,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,95.25,California,San Diego             ,32.72523,-117.171346,39,No     ,No               ,0,None   ,15,Yes            ,Yes           ,0.0,0,1000.35,6465.0,93,Low,9,0,9,Resolved
8945-MUQUF,Male  ,0,No     ,No        ,51,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,One year      ,Yes             ,Electronic check         ,94.8,California,Tecopa                ,35.824572,-116.274755,22,No     ,No               ,0,Offer B,58,Yes            ,Yes           ,0.0,0,2283.27,7120.870000000001,94,Medium,9,1,10,NotResolved
0348-SDKOL,Female,0,Yes    ,No        ,58,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,102.1,California,La Jolla              ,32.853743,-117.25034,33,Yes    ,Yes              ,1,None   ,28,Yes            ,No            ,0.0,100,203.58,6188.98,96,Low,9,1,10,Resolved
0829-XXPLX,Female,0,No     ,No        ,20,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),89.4,California,Cutler                ,36.497895,-119.285484,48,No     ,No               ,0,None   ,21,No             ,Yes           ,0.0,0,610.4,2481.55,68,High,6,1,7,Resolved
4919-IKATY,Male  ,0,Yes    ,Yes       ,5,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,84.5,California,Joshua Tree           ,34.167236,-116.281511,64,Yes    ,Yes              ,3,Offer E,8,No             ,Yes           ,0.0,0,184.4,638.15,91,Low,9,0,9,Resolved
1212-GLHMD,Male  ,0,No     ,No        ,3,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Mailed check             ,86.05,California,San Joaquin           ,36.600193,-120.153393,54,No     ,No               ,0,Offer E,29,Yes            ,Yes           ,0.0,0,54.78,299.63,37,High,1,4,5,Resolved
5955-ERIHD,Male  ,0,Yes    ,No        ,18,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,94.7,California,Lakewood              ,33.840524,-118.148403,53,Yes    ,Yes              ,1,Offer D,20,Yes            ,Yes           ,0.0,0,566.8199999999999,2254.77,72,Low,7,0,7,NotResolved
2393-DIVAI,Female,0,No     ,No        ,3,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,20.0,California,Brea                  ,33.930199,-117.862898,40,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,46.11,107.81,21,Medium,1,3,4,Resolved
8746-BFOAJ,Male  ,1,No     ,No        ,21,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Bank transfer (automatic),20.5,California,Garden Grove          ,33.782955,-118.026456,79,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,487.83,917.38,62,High,6,0,6,Resolved
5125-CNDSP,Male  ,0,No     ,Yes       ,63,No          ,No phone service,DSL            ,Yes                ,No                 ,No                 ,One year      ,Yes             ,Bank transfer (automatic),40.6,California,Big Creek             ,37.17277,-119.2997,48,No     ,No               ,0,Offer B,28,No             ,Yes           ,0.0,0,0.0,2588.95,80,Medium,8,0,8,Resolved
1455-UGQVH,Male  ,0,Yes    ,No        ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,98.5,California,Acampo                ,38.200231,-121.235034,35,Yes    ,Yes              ,1,Offer D,18,Yes            ,Yes           ,0.0,0,10.9,1048.65,91,Low,9,1,10,NotResolved
9441-QHEVC,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.1,California,San Diego             ,32.677716,-117.047666,61,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,44.22,63.32,30,High,1,4,5,Resolved
3841-CONLJ,Female,0,Yes    ,No        ,1,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,No              ,Electronic check         ,35.0,California,Morro Bay             ,35.369553,-120.763864,33,Yes    ,Yes              ,9,None   ,14,Yes            ,Yes           ,0.0,0,0.0,35.0,54,Medium,0,6,6,Resolved
6689-KXGBO,Female,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,50.55,California,San Luis Obispo       ,35.233745,-120.626442,36,No     ,No               ,0,None   ,5,No             ,Yes           ,0.0,0,30.96,81.50999999999999,87,Low,8,1,9,Resolved
2428-HYUNX,Male  ,1,Yes    ,No        ,44,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Credit card (automatic)  ,19.35,California,San Francisco         ,37.794487,-122.42227,74,Yes    ,Yes              ,4,None   ,0,No             ,No            ,0.0,0,83.16,930.41,42,High,0,5,5,Resolved
2056-EVGZL,Male  ,0,Yes    ,Yes       ,68,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Credit card (automatic)  ,105.75,California,West Covina           ,34.066964,-117.937007,56,Yes    ,Yes              ,9,None   ,17,Yes            ,Yes           ,0.0,0,603.84,7926.34,39,Medium,0,4,4,Resolved
9646-NMHXE,Male  ,0,Yes    ,No        ,47,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.65,California,San Geronimo          ,38.00474,-122.663717,63,Yes    ,Yes              ,7,None   ,0,No             ,No            ,0.0,0,307.38,1280.48,77,High,7,0,7,Resolved
6479-SZPLM,Male  ,0,Yes    ,Yes       ,36,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Credit card (automatic)  ,19.45,California,Anaheim               ,33.830209,-117.906099,26,Yes    ,Yes              ,2,None   ,0,No             ,No            ,0.0,0,1162.8,1917.3,39,High,1,4,5,Resolved
2229-DPMBI,Female,0,Yes    ,Yes       ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.5,California,Blairsden Graeagle    ,39.783747,-120.661032,19,Yes    ,Yes              ,10,None   ,0,No             ,No            ,0.0,0,105.68,267.83000000000004,58,High,0,6,6,Resolved
3801-HMYNL,Male  ,0,Yes    ,Yes       ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Mailed check             ,89.15,California,Brooks                ,38.809804,-122.241383,44,Yes    ,Yes              ,1,None   ,18,Yes            ,Yes           ,0.0,0,32.35,121.5,68,Low,6,0,6,Resolved
2990-OGYTD,Female,0,Yes    ,No        ,67,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),86.15,California,Fullerton             ,33.879983,-117.895482,41,Yes    ,Yes              ,1,Offer A,23,Yes            ,Yes           ,0.0,0,214.4,6098.25,31,High,0,4,4,Resolved
2267-WTPYD,Female,1,Yes    ,No        ,57,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,No              ,Credit card (automatic)  ,94.0,California,Granada Hills         ,34.291273,-118.505104,77,Yes    ,Yes              ,1,None   ,30,No             ,Yes           ,0.0,0,1313.85,6752.8,49,High,1,5,6,Resolved
0231-LXVAP,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,75.9,California,Tipton                ,36.047414,-119.344304,23,No     ,No               ,0,None   ,27,No             ,Yes           ,0.0,0,44.56,120.46,66,Medium,6,0,6,NotResolved
0436-TWFFZ,Female,0,No     ,No        ,67,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Mailed check             ,85.25,California,Long Beach            ,33.864622,-118.179626,21,No     ,No               ,0,Offer A,41,Yes            ,Yes           ,1.31,0,583.57,6296.459999999999,61,High,6,0,6,Resolved
5357-TZHPP,Male  ,1,No     ,No        ,9,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,84.4,California,Wheatland             ,39.043387,-121.409837,67,No     ,No               ,0,None   ,18,No             ,Yes           ,0.0,0,277.2,1009.7,83,Low,8,0,8,Resolved
0848-SOMKO,Male  ,0,No     ,No        ,70,No          ,No phone service,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Bank transfer (automatic),48.4,California,Shingle Springs       ,38.598936,-120.963092,23,No     ,No               ,0,None   ,26,Yes            ,Yes           ,0.0,0,0.0,3442.8,66,Medium,6,0,6,Resolved
7571-YXDAD,Female,0,No     ,No        ,2,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,74.9,California,Davis                 ,38.544002,-121.685559,37,No     ,No               ,0,None   ,18,No             ,Yes           ,0.0,0,76.56,223.71,93,Low,9,1,10,Resolved
5609-CEBID,Female,1,No     ,No        ,20,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,94.1,California,Hemet                 ,33.644585,-116.871544,77,No     ,No               ,0,None   ,12,No             ,No            ,0.0,80,974.6,2837.0,87,Low,8,1,9,Resolved
